,Country,Year,Economic growth: the rate of change of real GDP,Gross Domestic Product billions of 2010 U.S. dollars,GDP per capita current U.S. dollars,Household consumption billion USD,Female labor force participation rate,Male labor force participation rate,Foreign aid and official development assistance received,Rule of law index (-2.5 weak; 2.5 strong),Civil liberties index 7 (weak) - 1 (strong) ,Internet users percent of population,Railroad lines total length in km,Railway passengers,New commercial vehicle sales numbers per year,Quality of roads 1(low) - 7(high),Quality of railroad infrastructure 1(low) - 7(high),Quality of port infrastructure 1(low) - 7(high),Quality of air transport infrastructure 1(low) - 7(high),Energy use per capita,Alternative and nuclear energy percent of total energy use,Electricity production from renewable sources million kWh,GDP per unit of energy used,Electricity production capacity million kilowatts,Renewable power generation billion kilowatthours,Fossil fuels electricity capacity million kilowatts,Wind electricity capacity million kilowatts,Solar electricity capacity million kilowatts,Hydroelectricity capacity million kilowatts,Nuclear electricity capacity million kilowatts,Geothermal electricity capacity million kilowatts,Forest area percent of total land area,Percent agricultural land,Agricultural land sq. km.,Arable land percent of total land area,Food production index (2004-2006 = 100),Forest area sq. km,ATMs per 100000 adults,Property rights index (0-100),Business freedom index (0-100),Labor freedom index (0-100),Population size in millions,Percent urban population,Rural population percent of total population,Health spending per capita,Death rate per 1000 people,Homicides per 100000 people,Buddhists as percent of the total population,Muslims as percent of the total population,Christians as percent of the total population,Security threats index 0 (low) - 10 (high),Group grievance index 0 (low) - 10 (high),Public services index 0 (high) - 10 (low),Human rights and rule of law index 0 (high) - 10 (low),Human Development Index (0 - 1),Women in parliament percent,Land area in sq. km,"Deaths - Exposure to forces of nature (Per 100,000 Populations)","Death rates from air pollution (per 100,000)_x",consumption_of_all_ozone_depleting_substances_in_odp_metric_tons,co2_per_capita,consumption_co2_per_capita,gas_co2_per_capita,oil_co2_per_capita,methane_per_capita,nitrous_oxide_per_capita,longtitude,latitude,HDI Status
51,Myanmar,2010,9.63,49.5,979.05,27.98,53.77,82.6,354.92,-1.55,7.0,0.25,,,1000.0,,,,,277.09,84.4,0.0,11.7,3.41,5.06,0.89,0.0,0.0,2.52,0.0,0.0,48.1,19.17,125260.0,16.5,94.8,314410.0,,5.0,20.0,20.0,50.6,28.89,71.11,19.6,8.86,1.6,82.6,3.0,7.0,8.2,8.7,8.5,9.1,0.523,4.29,653260.0,0.08973693599999999,144.03,4.5,0.259,,0.08199999999999999,0.14800000000000002,1.6769999999999998,0.48200000000000004,95.956,21.9162,LOW HUMAN DEVELOPMENT
52,Myanmar,2011,5.59,52.3,1176.24,30.6,53.45,82.33,379.95,-1.44,6.0,0.98,,,1000.0,,,,,280.92,83.86,0.0,12.35,3.59,7.45,0.9,0.0,0.0,2.69,0.0,0.0,47.7,19.22,125580.0,16.5,91.2,311512.9,,5.0,20.0,20.0,50.99,29.08,70.93,26.56,8.73,2.1,82.5,3.0,7.1,8.5,8.7,8.3,9.0,0.534,3.54,653290.0,0.44532985,138.92,5.8,0.29600000000000004,,0.10800000000000001,0.151,1.389,0.40399999999999997,95.956,21.9162,LOW HUMAN DEVELOPMENT
53,Myanmar,2012,7.33,56.1,1165.79,28.84,53.07,81.97,504.53,-1.35,5.0,4.0,,,1000.0,,,,,304.52,77.91,0.0,12.24,3.73,7.7,0.91,0.0,0.0,2.81,0.0,0.0,47.3,19.21,125490.0,16.5,90.2,308615.8,0.09,10.0,20.0,20.0,51.41,29.27,70.73,36.11,8.6,2.8,82.5,3.0,7.3,7.5,8.7,8.4,8.6,0.541,6.03,653150.0,0.078577305,134.33,9.7,0.231,,0.07,0.122,1.496,0.45399999999999996,95.956,21.9162,LOW HUMAN DEVELOPMENT
54,Myanmar,2013,8.43,60.9,1162.33,28.84,52.65,81.55,3936.12,-1.23,5.0,8.0,,,1000.0,2.38,1.75,2.61,2.22,320.37,74.11,0.0,12.54,4.01,8.74,1.14,0.0,0.0,2.86,0.0,0.0,46.8,19.27,125870.0,16.5,94.3,305718.6,0.61,10.0,20.0,20.0,51.85,29.46,70.54,36.53,8.48,2.4,82.4,3.0,7.4,7.8,9.0,8.1,8.3,0.551,6.03,653080.0,0.044844170999999995,131.02,3.0,0.249,,0.081,0.138,1.473,0.45399999999999996,95.956,21.9162,LOW HUMAN DEVELOPMENT
55,Myanmar,2014,7.99,65.7,1251.82,30.13,52.24,81.13,1384.46,-1.19,6.0,11.52,,,800.0,2.44,1.82,2.64,2.54,369.33,66.13,0.0,11.5,4.54,8.76,1.62,0.0,0.01,2.91,0.0,0.0,46.4,19.34,126320.0,16.6,98.2,302821.5,1.68,10.0,28.0,76.0,52.28,29.65,70.35,52.62,8.38,2.4,,,,8.0,9.3,8.3,8.0,0.5579999999999999,5.59,653080.0,0.0,127.1,,0.309,,0.092,0.185,1.538,0.491,95.956,21.9162,LOW HUMAN DEVELOPMENT
56,Myanmar,2015,6.99,70.3,1287.43,37.45,51.86,80.74,1168.5,-1.24,5.0,21.73,,,800.0,2.33,1.79,2.62,2.62,,61.53,0.0,,5.17,9.32,2.08,0.0,0.02,3.07,0.0,0.0,45.9,19.52,127490.0,16.7,101.1,299924.4,1.95,10.0,29.0,79.0,52.68,29.86,70.14,61.7,8.3,2.2,,,,8.3,9.7,8.6,8.3,0.565,12.69,653080.0,0.409206809,123.97,,0.419,,0.20600000000000002,0.18899999999999997,1.547,0.495,95.956,21.9162,LOW HUMAN DEVELOPMENT
57,Myanmar,2016,5.75,74.4,1266.55,37.47,49.9,79.32,1536.66,-0.89,5.0,25.07,,,1000.0,,,,,,,,,5.27,9.66,2.14,0.0,0.03,3.1,0.0,0.0,45.5,19.54,127600.0,16.8,100.8,297027.3,2.66,10.0,33.0,77.0,53.05,30.08,69.92,57.94,8.24,2.3,,,,8.4,9.9,8.7,8.6,0.5710000000000001,9.93,653080.0,0.185020066,120.87,,0.48,,0.152,0.26899999999999996,1.466,0.455,95.956,21.9162,LOW HUMAN DEVELOPMENT
58,Myanmar,2017,6.4,79.1,1291.54,38.48,48.01,77.9,1542.34,-0.95,5.0,30.68,,,4934.0,,,,,,,,,5.5,12.49,2.19,0.0,0.04,3.26,0.0,0.0,45.1,,128707.0,16.9,100.1,294130.2,4.38,23.0,50.0,77.0,53.38,30.32,69.68,57.86,8.21,,,,,8.9,9.7,8.5,8.9,0.5770000000000001,10.16,652790.0,0.0056823559999999995,118.11,,0.44299999999999995,,0.159,0.22899999999999998,,,95.956,21.9162,LOW HUMAN DEVELOPMENT
59,Myanmar,2018,6.75,84.5,1418.18,39.69,48.73,77.63,1712.05,-1.03,5.0,30.68,,,10567.0,,,,,,,,,5.58,14.02,2.19,0.0,0.05,3.33,0.0,0.0,44.6,,128890.0,17.0,98.9,291233.1,5.63,33.0,54.0,66.0,53.71,30.58,69.42,59.21,8.2,,,,,9.0,9.8,8.6,9.0,0.584,10.16,652790.0,,,,0.486,,0.156,0.23800000000000002,,,95.956,21.9162,LOW HUMAN DEVELOPMENT
60,Myanmar,2019,2.89,86.9,1407.81,,46.23,76.11,2079.93,-1.06,5.0,30.68,,,14540.0,,,,,,,,,,,,0.0,0.09,3.33,0.0,0.0,,,,,,,6.86,35.0,53.0,66.0,54.05,30.85,69.15,,,,,,,8.7,9.8,8.3,9.3,0.584,11.32,,,,,0.485,,0.141,0.252,,,95.956,21.9162,LOW HUMAN DEVELOPMENT
61,Myanmar,2020,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,53.0,60.0,,,,,,,,,,8.8,9.8,8.4,9.4,0.583,11.11,,,,,,,,,,,95.956,21.9162,LOW HUMAN DEVELOPMENT
62,Cambodia,1990,,,,,75.92,82.25,41.31,,7.0,0.0,,,,,,,,,,,,0.05,0.06,0.04,,,0.01,0.0,,62.3,25.24,44550.0,20.9,26.9,110047.9,,,,,8.98,15.55,84.45,,12.68,,93.7,2.0,,,,,,0.384,,176520.0,0.0,224.63,2.0,0.14,0.20800000000000002,,0.14,1.7519999999999998,0.44299999999999995,104.991,12.5657,MEDIUM HUMAN DEVELOPMENT
63,Cambodia,1991,,,,,75.96,82.49,89.71,,6.0,0.0,,,,,,,,,,,,0.06,0.06,0.05,,,0.01,0.0,,62.2,25.55,45100.0,21.0,26.6,109824.1,,,,,9.29,15.89,84.11,,12.43,,93.8,2.0,,,,,,0.38799999999999996,,176520.0,0.9359150709999999,220.47,0.0,0.14,0.21,,0.14,1.66,0.436,104.991,12.5657,MEDIUM HUMAN DEVELOPMENT
64,Cambodia,1992,,,,,76.06,82.92,194.52,,6.0,0.0,,,,,,,,,,,,0.07,0.07,0.06,,,0.01,0.0,,62.1,25.58,45150.0,21.0,26.8,109600.3,,,,,9.62,16.23,83.77,,12.14,4.5,93.8,2.0,,,,,,0.39299999999999996,,176520.0,0.0,216.51,2.0,0.14,0.212,,0.14,1.6440000000000001,0.442,104.991,12.5657,MEDIUM HUMAN DEVELOPMENT
65,Cambodia,1993,,5.1,254.12,2.56,76.24,83.45,294.53,,5.0,0.0,,,,,,,,,,,,0.07,0.07,0.06,,,0.01,0.0,,62.0,25.67,45310.0,21.1,27.9,109376.5,,,,,9.97,16.59,83.41,,11.88,6.0,93.9,2.0,,,,,,0.397,,176520.0,0.0,213.33,2.0,0.139,0.201,,0.139,1.665,0.43700000000000006,104.991,12.5657,MEDIUM HUMAN DEVELOPMENT
66,Cambodia,1994,-34.81,3.3,270.54,2.65,77.37,84.82,296.99,,5.0,0.0,,,,,,,,,,,,0.08,0.07,0.07,,,0.01,0.0,,61.8,25.89,45700.0,21.0,26.9,109152.7,,,,,10.32,16.95,83.05,,11.63,2.9,93.9,2.0,,,,,,0.374,,176520.0,4.432754675,210.74,2.0,0.142,0.20600000000000002,,0.138,1.499,0.42100000000000004,104.991,12.5657,MEDIUM HUMAN DEVELOPMENT
67,Cambodia,1995,9.9,3.6,322.93,3.26,77.21,84.58,505.58,,6.0,0.0,650.0,39.0,,,,,,266.2,82.53,0.0,2.97,0.09,0.07,0.08,,,0.01,0.0,,61.7,25.89,45700.0,21.0,34.8,108929.0,,,,,10.66,17.31,82.69,,11.35,3.7,93.9,2.0,,,,,,0.387,,176520.0,0.0,207.4,97.0,0.145,0.196,,0.141,1.633,0.424,104.991,12.5657,MEDIUM HUMAN DEVELOPMENT
68,Cambodia,1996,5.9,3.9,319.29,3.44,77.07,84.17,384.47,-1.19,6.0,,601.0,42.0,,,,,,270.14,82.77,0.0,3.06,0.09,0.08,0.08,,,0.01,0.0,,61.6,25.95,45800.0,21.0,35.0,108705.2,,,,,10.98,17.68,82.32,,11.03,4.9,94.0,2.0,,,,,,0.391,,176520.0,0.499716024,202.91,97.0,0.145,0.214,,0.138,1.38,0.345,104.991,12.5657,MEDIUM HUMAN DEVELOPMENT
69,Cambodia,1997,4.01,4.0,304.76,3.11,77.42,83.68,324.7,,6.0,0.01,601.0,49.0,,,,,,266.84,82.2,0.0,3.19,0.09,0.06,0.08,,,0.01,0.0,,61.5,25.95,45800.0,21.0,35.9,108481.4,,30.0,55.0,,11.3,18.06,81.94,,10.67,2.8,94.0,2.0,,,,,,0.397,5.83,176520.0,0.208321227,198.6,97.0,0.135,0.203,,0.13,1.4280000000000002,0.355,104.991,12.5657,MEDIUM HUMAN DEVELOPMENT
70,Cambodia,1998,4.68,4.2,268.99,2.98,77.66,82.98,308.34,-1.16,6.0,0.02,650.0,43.0,,,,,,295.87,82.0,0.0,2.96,0.11,0.05,0.1,,,0.01,0.0,,61.3,26.23,46300.0,21.0,36.3,108257.6,,30.0,55.0,,11.6,18.35,81.64,,10.28,6.8,94.0,2.0,,,,,,0.402,5.83,176520.0,0.0,193.57,97.0,0.16699999999999998,0.245,,0.162,1.604,0.413,104.991,12.5657,MEDIUM HUMAN DEVELOPMENT
71,Cambodia,1999,12.71,4.7,295.9,3.16,77.92,82.34,251.29,,6.0,0.03,650.0,50.0,,,,,,289.11,81.67,0.0,3.38,0.12,0.04,0.11,,,0.01,0.0,,61.2,26.29,46400.0,21.0,40.8,108033.8,,30.0,55.0,,11.89,18.47,81.53,,9.86,4.9,94.1,2.0,,,,,,0.40700000000000003,8.2,176520.0,0.056327135,188.12,97.0,0.159,0.22699999999999998,,0.159,1.5319999999999998,0.39899999999999997,104.991,12.5657,MEDIUM HUMAN DEVELOPMENT
72,Cambodia,2000,10.71,5.2,302.58,3.25,76.85,81.0,345.56,-1.06,6.0,0.05,601.0,45.0,,,,,,280.73,81.14,1.0,3.86,0.13,0.05,0.12,0.0,0.0,0.01,0.0,0.0,61.1,27.02,47700.0,21.0,41.8,107810.0,,30.0,55.0,,12.16,18.59,81.41,19.73,9.43,4.7,94.1,2.0,,,,,,0.419,7.38,176520.0,2.7465008980000003,181.95,97.0,0.162,0.22899999999999998,,0.162,1.3940000000000001,0.353,104.991,12.5657,MEDIUM HUMAN DEVELOPMENT
73,Cambodia,2001,7.45,5.6,321.15,3.38,81.82,85.47,367.0,,5.0,0.08,603.0,33.0,,,,,,276.5,79.59,1.0,4.21,0.15,0.03,0.14,0.0,0.0,0.01,0.0,0.0,61.0,27.7,48900.0,21.0,42.5,107618.2,,30.0,55.0,,12.41,18.7,81.3,22.56,8.98,3.3,94.1,2.0,,,,,,0.434,7.38,176520.0,0.43686632299999995,175.98,97.0,0.18100000000000002,0.27,,0.18100000000000002,1.2690000000000001,0.31,104.991,12.5657,MEDIUM HUMAN DEVELOPMENT
74,Cambodia,2002,6.58,6.0,338.99,3.69,80.18,85.88,407.29,-1.14,5.0,0.23,603.0,,,,,,,316.07,83.02,1.0,3.92,0.17,0.03,0.16,0.0,0.0,0.01,0.0,0.0,60.9,28.33,50000.0,21.0,40.6,107426.5,,30.0,55.0,,12.64,18.82,81.18,24.56,8.55,3.4,94.2,2.0,,,,,,0.45299999999999996,7.38,176520.0,0.223072593,169.46,97.0,0.175,0.205,,0.175,1.3259999999999998,0.34600000000000003,104.991,12.5657,MEDIUM HUMAN DEVELOPMENT
75,Cambodia,2003,8.51,6.5,362.34,3.99,78.2,86.13,443.16,-1.25,5.0,0.26,650.0,45.0,,,,,,320.07,82.07,8.0,4.2,0.19,0.05,0.17,0.0,0.0,0.01,0.0,0.0,60.7,28.89,51000.0,21.0,48.2,107234.7,,30.0,55.0,,12.86,18.94,81.06,25.22,8.15,4.0,94.2,2.0,,,,,,0.466,9.76,176520.0,0.0,163.24,89.9,0.185,0.364,,0.185,1.439,0.371,104.991,12.5657,MEDIUM HUMAN DEVELOPMENT
76,Cambodia,2004,10.34,7.2,408.51,4.64,75.72,86.03,407.02,-1.28,5.0,0.3,650.0,45.0,,,,,,259.39,78.21,14.0,5.78,0.19,0.04,0.18,0.0,0.0,0.01,0.0,0.0,60.6,29.63,52300.0,21.0,46.0,107042.9,,30.0,55.0,,13.07,19.06,80.94,28.98,7.79,3.9,94.2,2.0,,,,,,0.478,9.76,176520.0,0.0,157.43,74.6,0.187,0.371,,0.187,1.504,0.426,104.991,12.5657,MEDIUM HUMAN DEVELOPMENT
77,Cambodia,2005,13.25,8.1,474.11,5.41,75.74,86.88,452.9,-1.23,5.0,0.32,,45.0,700.0,,,,,258.86,76.07,15.0,6.66,0.23,0.06,0.22,0.0,0.0,0.01,0.0,0.0,60.5,30.34,53560.0,21.0,59.6,106851.1,0.01,30.0,55.0,44.0,13.27,19.17,80.83,32.49,7.48,3.4,94.3,2.0,,,,,,0.49,9.76,176520.0,0.117995424,150.96,50.8,0.209,0.45399999999999996,,0.209,1.544,0.38299999999999995,104.991,12.5657,MEDIUM HUMAN DEVELOPMENT
78,Cambodia,2006,10.77,9.0,539.75,5.89,75.75,87.75,476.35,-1.23,5.0,0.47,,,700.0,2.89,,3.05,3.76,254.45,73.86,17.0,7.61,0.35,0.07,0.33,0.0,0.0,0.01,0.0,0.0,60.4,30.34,53550.0,21.0,64.9,106659.4,0.74,30.0,43.0,44.0,13.48,19.29,80.71,33.03,7.21,3.0,94.3,2.0,,,,,,0.502,9.76,176520.0,0.036366549,145.09,34.6,0.222,0.49700000000000005,,0.222,1.527,0.392,104.991,12.5657,MEDIUM HUMAN DEVELOPMENT
79,Cambodia,2007,10.21,9.9,631.52,6.75,75.71,88.53,636.17,-1.14,5.0,0.49,,,900.0,3.08,,3.42,4.11,254.25,69.37,18.0,8.49,0.39,0.07,0.37,0.0,0.0,0.01,0.0,0.0,60.3,30.34,53550.0,21.0,68.1,106467.6,1.34,30.0,44.0,44.0,13.68,19.41,80.59,30.96,6.99,2.9,94.4,2.0,,6.2,7.3,7.6,7.1,0.516,19.51,176520.0,0.014343382,139.74,19.9,0.252,0.534,,0.25,1.554,0.40399999999999997,104.991,12.5657,MEDIUM HUMAN DEVELOPMENT
80,Cambodia,2008,6.69,10.6,745.61,8.22,76.8,88.14,612.56,-1.15,5.0,0.51,,,900.0,3.14,,3.35,4.16,251.28,68.0,19.0,9.21,0.39,0.06,0.37,0.0,0.0,0.01,0.0,0.0,60.2,30.34,53550.0,21.0,74.1,106275.8,3.72,30.0,43.0,46.0,13.88,19.57,80.43,49.22,6.8,2.4,94.4,2.0,,6.2,7.5,7.6,7.1,0.521,16.26,176520.0,0.0,134.59,9.3,0.27399999999999997,0.5760000000000001,,0.253,1.516,0.386,104.991,12.5657,MEDIUM HUMAN DEVELOPMENT
81,Cambodia,2009,0.09,10.6,738.05,7.92,77.93,87.68,637.93,-1.12,5.0,0.53,,,1100.0,3.34,1.63,3.5,4.08,360.49,71.32,21.0,6.38,0.37,0.06,0.35,0.0,0.0,0.01,0.0,0.0,60.1,30.34,53550.0,21.0,77.8,106084.1,4.36,30.0,43.0,45.0,14.09,19.93,80.07,55.97,6.64,2.3,94.4,2.0,,6.5,7.0,7.9,7.4,0.524,21.14,176520.0,0.132408934,130.42,17.1,0.324,0.578,,0.297,1.4980000000000002,0.385,104.991,12.5657,MEDIUM HUMAN DEVELOPMENT
82,Cambodia,2010,5.96,11.2,785.5,9.14,81.77,89.05,681.04,-1.12,5.0,1.26,,,1400.0,3.75,1.62,3.9,4.28,370.26,68.52,23.0,6.56,0.37,0.06,0.35,0.0,0.0,0.01,0.0,0.0,60.0,30.9,54550.0,21.5,83.6,105892.3,5.25,30.0,40.0,44.0,14.31,20.29,79.71,54.29,6.51,2.3,94.5,2.0,,6.4,6.9,8.3,7.7,0.535,21.14,176520.0,0.054943115,126.51,12.8,0.35100000000000003,0.69,,0.327,1.501,0.375,104.991,12.5657,MEDIUM HUMAN DEVELOPMENT
83,Cambodia,2011,7.07,12.0,882.28,10.63,82.44,89.63,691.95,-1.05,5.0,3.1,,,1400.0,3.99,1.84,4.02,4.29,381.24,68.16,23.0,6.85,0.58,0.07,0.36,0.0,0.0,0.21,0.0,0.0,58.0,30.9,54550.0,21.5,95.9,102407.5,6.03,30.0,40.0,46.0,14.54,20.66,79.34,66.2,6.4,1.8,94.5,2.0,,6.2,7.2,8.4,8.0,0.542,20.33,176520.0,1.671558936,122.91,13.7,0.35100000000000003,0.745,,0.324,1.5930000000000002,0.409,104.991,12.5657,MEDIUM HUMAN DEVELOPMENT
84,Cambodia,2012,7.31,12.9,950.88,11.26,79.0,88.34,807.69,-0.98,5.0,4.94,,,1400.0,4.03,2.27,4.21,4.4,390.79,68.26,23.0,7.34,0.62,0.54,0.36,0.0,0.01,0.23,0.0,0.0,56.0,30.9,54550.0,21.5,99.1,98922.7,7.18,30.0,41.0,47.0,14.78,21.04,78.96,69.04,6.31,,94.5,2.0,,6.5,7.3,8.3,7.7,0.5479999999999999,20.33,176520.0,0.09335308199999999,119.89,10.1,0.361,0.721,,0.332,1.501,0.37799999999999995,104.991,12.5657,MEDIUM HUMAN DEVELOPMENT
85,Cambodia,2013,7.36,13.9,1013.42,11.97,75.16,86.89,808.21,-1.0,5.0,6.8,,,1400.0,3.73,2.04,4.04,4.09,396.91,68.97,14.0,7.67,1.19,1.02,0.47,0.0,0.01,0.68,0.0,0.0,54.1,30.9,54550.0,21.5,99.7,95437.8,8.48,30.0,39.0,54.0,15.03,21.42,78.58,71.99,6.23,,94.5,2.0,,6.2,7.0,8.1,7.8,0.555,20.33,176520.0,1.314047902,116.81,9.5,0.364,0.8390000000000001,,0.324,1.588,0.405,104.991,12.5657,MEDIUM HUMAN DEVELOPMENT
86,Cambodia,2014,7.14,14.9,1093.5,12.95,74.82,87.03,802.68,-0.96,5.0,14.0,,,1700.0,3.35,1.64,3.59,3.59,416.84,68.01,20.0,7.64,1.55,1.85,0.58,0.0,0.01,0.93,0.0,0.0,52.1,30.9,54550.0,21.5,98.7,91953.0,10.92,30.0,37.0,50.0,15.27,21.8,78.2,73.28,6.16,,,,,6.3,7.3,8.0,7.9,0.561,20.33,176520.0,0.291343072,114.41,11.19,0.42700000000000005,0.8809999999999999,,0.32899999999999996,1.464,0.374,104.991,12.5657,MEDIUM HUMAN DEVELOPMENT
87,Cambodia,2015,7.04,15.9,1162.9,13.86,74.29,86.93,679.04,-0.98,5.0,6.43,,,5100.0,3.34,1.65,3.71,3.68,,64.92,41.0,,1.7,2.02,0.73,0.0,0.01,0.93,0.0,0.0,50.1,30.9,55660.0,22.2,98.2,88468.2,13.34,25.0,29.0,62.0,15.52,22.19,77.81,72.03,6.1,,,,,6.7,7.4,7.7,8.3,0.5660000000000001,20.33,176520.0,0.0,111.89,,0.544,0.9490000000000001,,0.358,1.531,0.425,104.991,12.5657,MEDIUM HUMAN DEVELOPMENT
88,Cambodia,2016,7.03,17.0,1269.59,15.24,76.54,88.7,728.45,-1.06,5.0,32.4,,,5500.0,3.4,1.6,3.9,3.9,,,,,1.73,2.64,0.75,0.0,0.02,0.93,0.0,0.0,49.2,30.9,55660.0,22.2,103.2,86911.3,14.49,25.0,32.0,63.0,15.77,22.58,77.42,77.65,6.05,,,,,6.4,7.1,8.0,7.9,0.5720000000000001,20.33,176520.0,0.0,109.49,,0.617,0.97,,0.408,1.621,0.424,104.991,12.5657,MEDIUM HUMAN DEVELOPMENT
89,Cambodia,2017,6.83,18.2,1385.26,16.28,77.23,87.74,856.26,-1.06,5.0,32.45,,,3362.0,3.2,2.3,3.1,2.8,,,,,1.95,2.76,0.89,0.0,0.03,0.98,0.0,0.0,48.4,,55660.0,22.2,105.8,85354.4,16.72,42.0,30.0,62.0,16.01,22.98,77.02,82.06,6.02,,,,,6.7,6.9,7.8,7.7,0.578,20.33,176520.0,0.0,107.98,,0.6990000000000001,1.03,,0.41200000000000003,,,104.991,12.5657,MEDIUM HUMAN DEVELOPMENT
90,Cambodia,2018,7.47,19.5,1512.13,17.35,77.08,87.71,783.3,-1.11,5.0,40.0,,,3246.0,3.3,2.2,3.6,3.6,,,,,2.26,4.77,0.85,0.0,0.03,1.33,0.0,0.0,47.5,,55660.0,22.2,106.2,83797.5,19.45,36.0,31.0,58.0,16.25,23.39,76.61,90.56,6.0,,,,,6.5,6.6,7.5,7.8,0.581,20.0,176520.0,,,,0.953,1.215,,0.423,,,104.991,12.5657,MEDIUM HUMAN DEVELOPMENT
91,Cambodia,2019,7.05,20.9,1643.12,18.8,76.91,87.65,984.07,-0.94,5.0,40.0,,,3292.0,3.6,,3.6,3.7,,,,,,,,0.0,0.1,1.33,0.0,0.0,,,,,,,23.28,37.0,30.0,63.0,16.49,23.81,76.19,,,,,,,6.4,6.3,7.6,7.6,0.581,20.0,,,,,0.972,,,0.445,,,104.991,12.5657,MEDIUM HUMAN DEVELOPMENT
92,Cambodia,2020,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,31.0,63.0,,,,,,,,,,6.7,6.0,7.7,7.3,0.594,20.0,,,,,,,,,,,104.991,12.5657,MEDIUM HUMAN DEVELOPMENT
93,Indonesia,1990,7.24,309.8,585.08,67.39,49.9,82.13,1592.55,,5.0,0.0,,,,,,,,543.78,58.6,1125.0,5.67,12.78,7.79,9.63,,,3.15,0.0,,65.4,24.89,450830.0,11.2,54.5,1185450.0,,,,,181.41,30.58,69.42,,8.34,,1.1,88.0,8.9,,,,,0.525,,1811570.0,0.12379958,108.26,2.0,0.828,0.7909999999999999,0.243,0.455,2.043,0.385,113.9213,0.7893,MEDIUM HUMAN DEVELOPMENT
94,Indonesia,1991,6.91,331.2,631.78,74.9,49.12,82.07,1791.61,,5.0,0.0,,,,,,,,560.59,57.83,1049.0,5.97,12.88,8.16,9.68,,,3.2,0.0,,64.5,22.92,415240.0,10.0,55.2,1168185.0,,,,,184.59,31.61,68.39,,8.18,,1.0,88.0,8.9,,,,,0.53,,1811570.0,0.09164024400000001,105.07,80.8,0.978,0.895,0.23600000000000002,0.56,2.026,0.379,113.9213,0.7893,MEDIUM HUMAN DEVELOPMENT
95,Indonesia,1992,6.5,352.8,681.94,80.45,49.78,82.14,1919.43,,5.0,0.0,,,,,,,,574.57,56.82,1084.0,6.24,13.92,10.09,10.69,,,3.24,0.0,,63.5,22.83,413510.0,10.0,59.3,1150920.0,,,,,187.74,32.7,67.3,,8.03,,1.0,88.0,8.8,,,,,0.535,,1811570.0,1.3729762019999998,101.87,6693.3,1.084,1.004,0.27899999999999997,0.624,2.043,0.384,113.9213,0.7893,MEDIUM HUMAN DEVELOPMENT
96,Indonesia,1993,6.5,375.7,827.91,92.45,48.82,81.6,1876.09,,6.0,0.0,,,,,,,,620.8,55.43,1094.0,6.19,15.78,9.13,12.48,,,3.3,0.0,,62.6,23.19,420160.0,10.0,59.8,1133655.0,,,,,190.85,33.81,66.19,,7.9,,1.0,88.0,8.8,,,,,0.541,,1811570.0,0.068883645,99.08,5686.3,1.151,1.04,0.302,0.615,2.024,0.371,113.9213,0.7893,MEDIUM HUMAN DEVELOPMENT
97,Indonesia,1994,7.54,404.0,912.2,105.57,50.27,82.8,1505.2,,6.0,0.0,,,,,,,,611.8,52.81,1939.0,6.79,15.65,9.3,12.34,,,3.32,0.0,,61.6,23.17,419710.0,9.5,60.1,1116390.0,,,,,193.92,34.93,65.07,,7.78,,1.0,88.0,8.8,,,,,0.551,,1811570.0,0.308695598,96.17,8027.1,1.149,1.046,0.311,0.585,2.012,0.373,113.9213,0.7893,MEDIUM HUMAN DEVELOPMENT
98,Indonesia,1995,8.22,437.2,1026.39,124.47,50.25,82.96,1251.75,,6.0,0.03,6441.0,,,,,,,664.44,50.1,2215.0,6.81,15.82,10.35,12.48,,,3.34,0.0,,60.7,23.72,429780.0,9.6,65.1,1099125.0,,50.0,55.0,,196.93,36.08,63.92,,7.67,,1.0,88.0,8.8,,,,,0.56,,1811570.0,0.11501477,93.6,9199.6,1.15,1.057,0.32799999999999996,0.578,1.995,0.37799999999999995,113.9213,0.7893,MEDIUM HUMAN DEVELOPMENT
99,Indonesia,1996,7.82,471.4,1137.41,141.78,50.23,83.1,1057.97,-0.49,5.0,0.06,6441.0,,,,,,,678.32,48.75,2357.0,7.21,16.81,11.12,13.45,,,3.36,0.0,,59.7,23.72,429680.0,9.9,66.4,1081860.0,,50.0,55.0,,199.9,37.24,62.76,,7.59,,0.9,88.0,8.8,,,,,0.574,,1811570.0,0.145099163,91.63,9476.0,1.276,1.159,0.395,0.623,1.695,0.348,113.9213,0.7893,MEDIUM HUMAN DEVELOPMENT
100,Indonesia,1997,4.7,493.5,1063.71,133.08,49.41,82.98,797.58,,5.0,0.19,6441.0,,,,,,,691.0,47.09,2610.0,7.43,19.79,8.28,16.15,,,3.64,0.0,,58.8,24.03,435270.0,10.2,63.0,1064595.0,,50.0,55.0,,202.83,38.41,61.59,,7.53,,0.9,88.0,8.8,,,,,0.5870000000000001,11.4,1811570.0,0.010231646,90.1,7965.8,1.3840000000000001,1.226,0.40399999999999997,0.7090000000000001,2.863,0.509,113.9213,0.7893,MEDIUM HUMAN DEVELOPMENT
