,Country,Year,Economic growth: the rate of change of real GDP,Gross Domestic Product billions of 2010 U.S. dollars,GDP per capita current U.S. dollars,Household consumption billion USD,Female labor force participation rate,Male labor force participation rate,Foreign aid and official development assistance received,Rule of law index (-2.5 weak; 2.5 strong),Civil liberties index 7 (weak) - 1 (strong) ,Internet users percent of population,Railroad lines total length in km,Railway passengers,New commercial vehicle sales numbers per year,Quality of roads 1(low) - 7(high),Quality of railroad infrastructure 1(low) - 7(high),Quality of port infrastructure 1(low) - 7(high),Quality of air transport infrastructure 1(low) - 7(high),Energy use per capita,Alternative and nuclear energy percent of total energy use,Electricity production from renewable sources million kWh,GDP per unit of energy used,Electricity production capacity million kilowatts,Renewable power generation billion kilowatthours,Fossil fuels electricity capacity million kilowatts,Wind electricity capacity million kilowatts,Solar electricity capacity million kilowatts,Hydroelectricity capacity million kilowatts,Nuclear electricity capacity million kilowatts,Geothermal electricity capacity million kilowatts,Forest area percent of total land area,Percent agricultural land,Agricultural land sq. km.,Arable land percent of total land area,Food production index (2004-2006 = 100),Forest area sq. km,ATMs per 100000 adults,Property rights index (0-100),Business freedom index (0-100),Labor freedom index (0-100),Population size in millions,Percent urban population,Rural population percent of total population,Health spending per capita,Death rate per 1000 people,Homicides per 100000 people,Buddhists as percent of the total population,Muslims as percent of the total population,Christians as percent of the total population,Security threats index 0 (low) - 10 (high),Group grievance index 0 (low) - 10 (high),Public services index 0 (high) - 10 (low),Human rights and rule of law index 0 (high) - 10 (low),Human Development Index (0 - 1),Women in parliament percent,Land area in sq. km,"Deaths - Exposure to forces of nature (Per 100,000 Populations)","Death rates from air pollution (per 100,000)_x",consumption_of_all_ozone_depleting_substances_in_odp_metric_tons,co2_per_capita,consumption_co2_per_capita,gas_co2_per_capita,oil_co2_per_capita,methane_per_capita,nitrous_oxide_per_capita,longtitude,latitude,HDI Status
278,Thailand,2020,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,83.0,64.0,,,,,,,,,,8.1,7.6,3.5,7.8,0.777,15.75,,,,,,,,,,,100.9925,15.87,HIGH HUMAN DEVELOPMENT
279,Vietnam,1990,5.1,29.5,95.19,5.49,72.89,82.29,180.55,,7.0,0.0,,,,,,,,262.78,76.08,0.0,3.49,2.16,5.33,1.48,,,0.68,0.0,,28.8,20.66,67260.0,16.4,33.7,93759.6,,,,,67.99,20.26,79.74,,6.36,,55.3,1.0,6.7,,,,,0.475,,325490.0,0.27059980100000003,103.26,2.0,0.312,0.33899999999999997,0.0,0.134,0.66,0.16899999999999998,108.2772,14.0583,MEDIUM HUMAN DEVELOPMENT
280,Vietnam,1991,5.96,31.2,138.45,7.86,72.89,82.3,227.3,,7.0,0.0,,,,,,,,260.79,75.64,0.0,3.77,2.3,6.26,1.55,,,0.75,0.0,,29.5,20.74,67510.0,16.5,34.6,96167.7,,,,,69.44,20.63,79.37,,6.26,,55.1,1.0,6.8,,,,,0.484,,325490.0,0.7096242309999999,101.67,430.0,0.306,0.33,0.0,0.11599999999999999,0.669,0.185,108.2772,14.0583,MEDIUM HUMAN DEVELOPMENT
281,Vietnam,1992,8.65,33.9,139.2,7.94,72.82,82.21,566.22,,7.0,0.0,,,,,,,,266.65,74.7,0.0,4.02,2.94,7.16,1.55,,,1.39,0.0,,30.3,21.58,70250.0,16.9,37.5,98575.9,,,,,70.88,21.01,78.99,,6.16,,54.9,0.0,6.9,,,,,0.496,,325490.0,0.123135768,99.9,2.0,0.301,0.324,,0.12300000000000001,0.677,0.18,108.2772,14.0583,MEDIUM HUMAN DEVELOPMENT
282,Vietnam,1993,8.07,36.7,182.31,10.0,72.76,82.15,249.81,,7.0,0.0,,,,,,,,283.65,70.81,0.0,4.1,3.41,7.87,1.55,,,1.86,0.0,,31.0,21.77,70870.0,16.9,39.4,100984.0,,,,,72.3,21.39,78.61,,6.07,,54.7,0.0,7.0,,,,,0.506,,325490.0,0.37515502,98.08,2.0,0.314,0.345,,0.16699999999999998,0.6809999999999999,0.184,108.2772,14.0583,MEDIUM HUMAN DEVELOPMENT
283,Vietnam,1994,8.84,39.9,221.13,12.16,72.67,82.04,895.46,,7.0,0.0,,,,,,,,278.65,67.99,0.0,4.55,4.05,9.12,1.55,,,2.5,0.0,,31.8,21.94,71400.0,16.8,41.1,103392.2,,,,,73.65,21.77,78.23,,5.98,,54.5,0.0,7.1,,,,,0.517,,325490.0,0.46390639899999997,95.9,476.5,0.353,0.38299999999999995,,0.179,0.68,0.21100000000000002,108.2772,14.0583,MEDIUM HUMAN DEVELOPMENT
284,Vietnam,1995,9.54,43.7,276.81,15.26,72.54,81.89,777.99,,7.0,0.0,2832.0,2133.0,,,,,,292.15,65.13,0.0,4.77,4.43,10.48,1.55,,,2.88,0.0,,32.5,21.75,70790.0,16.6,43.3,105800.3,,10.0,40.0,,74.91,22.17,77.83,,5.89,,54.3,0.0,7.1,,,,,0.529,,325490.0,0.360677546,93.74,700.1,0.381,0.41200000000000003,0.006,0.17600000000000002,0.706,0.205,108.2772,14.0583,MEDIUM HUMAN DEVELOPMENT
285,Vietnam,1996,9.34,47.8,324.15,18.36,72.43,81.72,910.3,-0.48,7.0,0.0,2646.0,2476.0,,,,,,303.83,62.87,0.0,5.03,4.65,11.89,1.76,,,2.89,0.0,,33.2,23.6,76820.0,17.1,46.0,108208.4,,10.0,40.0,,76.07,22.56,77.44,,5.81,,54.0,0.0,7.2,,,,,0.54,,325490.0,1.07733241,91.68,748.6,0.447,0.489,0.008,0.21,0.7190000000000001,0.213,108.2772,14.0583,MEDIUM HUMAN DEVELOPMENT
286,Vietnam,1997,8.15,51.7,348.02,19.27,72.32,81.58,851.99,,7.0,0.0,2414.0,2437.0,,,,,,322.89,60.79,0.0,5.14,4.9,11.54,2.0,,,2.89,0.0,,34.0,24.1,78440.0,17.4,48.4,110616.6,,10.0,40.0,,77.13,22.97,77.04,,5.75,,53.8,0.0,7.3,,,,,0.539,26.22,325490.0,4.778177383,90.05,790.5,0.574,0.584,0.015,0.239,0.737,0.20600000000000002,108.2772,14.0583,MEDIUM HUMAN DEVELOPMENT
287,Vietnam,1998,5.76,54.7,348.32,19.29,72.28,81.52,1050.66,-0.45,7.0,0.01,2632.0,2542.0,,,,,,339.77,59.5,0.0,5.16,5.7,10.98,2.81,,,2.89,0.0,,34.7,24.75,80550.0,17.7,50.6,113024.7,,10.0,40.0,,78.12,23.37,76.63,,5.7,,53.6,0.0,7.4,,,,,0.5589999999999999,26.22,325490.0,0.527989437,88.68,565.5,0.596,0.598,0.024,0.244,0.779,0.231,108.2772,14.0583,MEDIUM HUMAN DEVELOPMENT
288,Vietnam,1999,4.77,57.3,362.92,19.69,72.26,81.48,1239.79,,7.0,0.13,2632.0,2721.0,,,,,,345.59,59.57,0.0,5.33,5.64,13.64,2.78,,,2.86,0.0,,35.5,25.85,84130.0,18.4,54.0,115432.9,,10.0,40.0,,79.04,23.82,76.18,,5.67,,53.4,0.0,7.5,,,,,0.5660000000000001,26.0,325490.0,1.007282767,87.81,466.2,0.59,0.545,0.027000000000000003,0.256,0.804,0.231,108.2772,14.0583,MEDIUM HUMAN DEVELOPMENT
289,Vietnam,2000,6.79,61.1,390.09,20.72,72.18,81.38,1485.27,-0.36,6.0,0.25,3142.0,3200.0,,,,,,359.6,57.96,0.0,5.53,6.38,14.41,2.96,0.0,0.0,3.29,0.0,0.0,37.9,28.23,87800.0,19.9,56.4,117841.0,,10.0,40.0,,79.91,24.37,75.63,18.92,5.65,,53.2,0.0,7.6,,,,,0.578,26.0,311060.0,0.736689149,87.24,369.4,0.655,0.604,0.038,0.29,0.82,0.239,108.2772,14.0583,MEDIUM HUMAN DEVELOPMENT
290,Vietnam,2001,6.19,64.9,404.81,21.2,72.13,81.31,1256.02,,6.0,1.27,2347.0,3697.0,,,,,,379.55,56.36,0.0,5.62,8.45,18.03,4.2,0.0,0.0,4.13,0.0,0.0,38.4,30.48,94830.0,21.4,58.0,119445.0,,10.0,40.0,,80.74,24.94,75.06,23.19,5.64,1.2,53.0,0.0,7.7,,,,,0.586,26.0,311090.0,0.481981573,86.44,353.7,0.737,0.672,0.032,0.317,0.818,0.215,108.2772,14.0583,MEDIUM HUMAN DEVELOPMENT
291,Vietnam,2002,6.32,69.0,430.05,22.82,72.08,81.24,1064.17,-0.64,6.0,1.86,2545.0,3426.0,,,,,,410.15,52.41,0.0,5.57,8.7,18.02,4.41,0.0,0.0,4.16,0.0,0.0,39.0,30.45,94550.0,21.3,63.3,121048.9,,10.0,40.0,,81.53,25.51,74.49,19.66,5.64,1.3,52.8,0.0,7.8,,,,,0.594,27.31,310550.0,0.17866795800000002,85.31,447.4,0.8420000000000001,0.778,0.05,0.35100000000000003,0.851,0.22699999999999998,108.2772,14.0583,MEDIUM HUMAN DEVELOPMENT
292,Vietnam,2003,6.9,73.8,480.58,26.21,72.0,81.15,1533.94,-0.58,6.0,3.78,2600.0,4041.0,,,,,,426.61,51.02,0.0,5.77,9.16,18.8,4.87,0.0,0.0,4.16,0.0,0.0,39.6,30.76,95370.0,21.2,65.8,122652.9,,10.0,40.0,,82.3,26.09,73.91,22.37,5.64,1.3,52.5,0.0,7.9,,,,,0.603,27.31,310070.0,0.153822612,84.02,404.6,0.927,1.025,0.063,0.358,0.878,0.243,108.2772,14.0583,MEDIUM HUMAN DEVELOPMENT
293,Vietnam,2004,7.54,79.4,546.91,29.56,71.89,81.05,1657.99,-0.57,6.0,7.64,2671.0,4376.0,,,,,,469.14,45.99,0.0,5.74,11.73,17.49,7.45,0.0,0.0,4.16,0.0,0.0,40.1,31.59,97956.0,20.9,70.5,124256.8,1.41,10.0,40.0,,83.06,26.68,73.32,28.74,5.64,1.3,52.3,0.0,8.0,,,,,0.612,27.31,310070.0,0.158090284,82.82,419.3,1.057,1.1340000000000001,0.105,0.408,0.905,0.251,108.2772,14.0583,MEDIUM HUMAN DEVELOPMENT
294,Vietnam,2005,7.55,85.4,687.48,37.74,71.78,80.94,1693.48,-0.32,5.0,12.74,3147.0,4558.0,10376.0,,,,,492.07,44.36,50.0,6.02,12.39,20.91,8.1,0.0,0.0,4.16,0.0,0.0,40.6,32.43,100541.0,20.5,71.8,125860.8,2.91,10.0,40.0,64.0,83.83,27.28,72.72,35.04,5.65,1.2,52.1,0.0,8.1,,,,,0.616,27.31,310070.0,0.274003328,80.96,458.7,1.1320000000000001,1.207,0.11199999999999999,0.40399999999999997,0.93,0.24100000000000002,108.2772,14.0583,MEDIUM HUMAN DEVELOPMENT
295,Vietnam,2006,6.98,91.3,784.37,43.2,71.69,80.83,1690.1,-0.52,5.0,17.25,3147.0,4335.0,17798.0,2.45,,2.71,3.73,499.56,44.46,65.0,6.47,12.96,20.27,8.25,0.0,0.0,4.58,0.0,0.0,41.1,32.5,100780.0,20.5,74.7,127464.8,3.46,10.0,60.0,68.0,84.62,27.89,72.11,42.29,5.66,1.2,51.9,0.0,8.2,,,,,0.624,27.31,310070.0,0.653661829,79.45,401.1,1.172,1.2930000000000001,0.132,0.38299999999999995,0.938,0.23,108.2772,14.0583,MEDIUM HUMAN DEVELOPMENT
296,Vietnam,2007,7.13,97.8,906.28,52.72,71.58,80.72,2346.64,-0.49,5.0,20.76,3147.0,4659.0,40941.0,2.58,,2.77,3.92,532.49,42.1,79.0,6.62,13.35,22.38,8.35,0.0,0.0,4.87,0.0,0.0,41.6,32.45,100626.0,20.3,76.5,129068.7,7.57,10.0,60.0,66.0,85.42,28.5,71.5,49.51,5.69,1.4,51.7,0.0,8.3,7.4,5.3,6.5,6.9,0.632,25.76,310070.0,0.37497952700000003,77.57,298.2,1.177,1.371,0.146,0.43700000000000006,0.973,0.253,108.2772,14.0583,MEDIUM HUMAN DEVELOPMENT
297,Vietnam,2008,5.66,103.4,1149.42,70.26,71.51,80.67,2320.51,-0.47,5.0,23.92,3147.0,4492.0,61073.0,2.56,,2.83,3.93,563.93,39.46,56.0,6.66,15.02,25.79,9.02,0.0,0.0,5.87,0.0,0.0,42.1,33.03,102408.0,20.3,81.4,130672.7,11.83,10.0,60.0,65.0,86.24,29.13,70.87,59.17,5.72,1.3,51.4,0.0,8.4,6.4,5.3,6.0,7.0,0.639,25.76,310070.0,0.22587947,75.85,277.5,1.3130000000000002,1.544,0.161,0.469,0.963,0.21100000000000002,108.2772,14.0583,MEDIUM HUMAN DEVELOPMENT
298,Vietnam,2009,5.4,108.9,1217.27,72.61,71.48,80.67,3328.03,-0.54,5.0,26.55,3147.0,4138.0,56737.0,2.79,2.8,3.28,4.11,609.28,37.17,72.0,6.49,17.01,29.76,9.68,0.01,0.0,7.19,0.0,0.0,42.7,33.19,102920.0,20.3,83.3,132276.6,14.73,10.0,62.0,70.0,87.09,29.76,70.24,64.44,5.76,1.4,51.2,0.0,8.5,6.2,5.5,6.3,7.2,0.65,25.76,310070.0,0.405841419,74.13,289.3,1.41,1.635,0.177,0.498,0.983,0.271,108.2772,14.0583,MEDIUM HUMAN DEVELOPMENT
299,Vietnam,2010,6.42,115.9,1317.89,77.17,71.39,81.38,2769.86,-0.59,5.0,30.65,2577.0,4378.0,54446.0,2.75,2.9,3.6,4.17,669.7,34.8,105.0,6.29,18.45,27.39,9.68,0.03,0.0,8.61,0.0,0.0,43.2,34.7,107601.0,20.8,84.7,133880.6,17.02,15.0,61.0,68.0,87.97,30.42,69.58,78.64,5.81,1.5,51.0,0.0,8.6,6.0,5.3,6.4,7.3,0.653,25.76,310070.0,0.234982495,72.05,311.7,1.547,1.758,0.205,0.56,1.008,0.249,108.2772,14.0583,MEDIUM HUMAN DEVELOPMENT
300,Vietnam,2011,6.24,123.2,1525.12,89.93,71.55,81.69,3332.0,-0.54,5.0,35.07,2347.0,4571.0,46374.0,2.56,2.52,3.37,4.05,662.56,36.53,143.0,6.83,22.19,40.66,11.99,0.03,0.0,10.04,0.0,0.0,43.6,34.73,107686.0,20.8,87.8,135228.2,19.59,15.0,62.0,68.0,88.87,31.08,68.92,89.59,5.87,1.5,50.8,0.0,8.7,6.0,5.7,6.4,7.7,0.6629999999999999,24.4,310070.0,0.15202871,70.14,292.9,1.632,1.821,0.183,0.531,0.987,0.22699999999999998,108.2772,14.0583,MEDIUM HUMAN DEVELOPMENT
301,Vietnam,2012,5.25,129.6,1735.14,100.5,72.06,81.63,4113.31,-0.55,5.0,36.8,2347.0,4558.0,36417.0,2.73,2.55,3.45,4.1,667.32,38.11,144.0,7.56,27.08,52.42,13.42,0.03,0.0,13.5,0.0,0.0,44.0,34.81,107933.0,20.6,94.3,136575.8,20.67,15.0,61.0,67.0,89.8,31.75,68.25,108.94,5.93,,50.6,0.0,8.8,5.7,6.0,6.1,7.4,0.6679999999999999,24.4,310070.0,0.04904327,68.09,269.9,1.511,1.7469999999999999,0.2,0.49200000000000005,0.993,0.24,108.2772,14.0583,MEDIUM HUMAN DEVELOPMENT
302,Vietnam,2013,5.42,136.7,1886.67,112.08,73.04,82.61,4085.6,-0.51,5.0,38.5,2347.0,4548.0,36835.0,3.08,2.97,3.68,4.04,660.33,37.39,145.0,8.12,30.64,51.59,15.54,0.05,0.01,14.93,0.0,0.0,44.5,35.0,108528.0,20.7,95.6,137923.4,21.86,15.0,64.0,66.0,90.75,32.43,67.57,119.52,5.99,,50.4,0.0,8.9,5.4,5.7,5.8,7.5,0.6729999999999999,24.4,310070.0,0.23728914,66.68,252.9,1.5519999999999998,1.999,0.20600000000000002,0.484,0.9940000000000001,0.264,108.2772,14.0583,MEDIUM HUMAN DEVELOPMENT
303,Vietnam,2014,5.98,144.8,2030.26,122.53,73.29,82.69,4215.62,-0.36,5.0,41.0,3186.0,4253.0,54749.0,3.2,3.02,3.74,4.0,,37.04,146.0,,33.46,59.4,18.27,0.05,0.01,15.0,0.0,0.0,44.9,39.18,108737.0,20.7,98.3,139271.0,22.69,15.0,62.0,68.0,91.71,33.12,66.89,117.41,6.06,,,,,5.1,6.0,5.5,7.6,0.675,24.3,310070.0,0.011748042,65.01,236.72,1.74,2.085,0.214,0.504,0.9940000000000001,0.249,108.2772,14.0583,MEDIUM HUMAN DEVELOPMENT
304,Vietnam,2015,6.68,154.5,2085.1,131.33,73.04,83.04,3167.39,-0.34,5.0,45.0,3186.0,4234.0,91278.0,3.34,3.16,3.91,4.17,,35.0,181.0,,38.99,56.8,22.78,0.14,0.01,15.91,0.0,0.0,45.4,39.26,121478.0,22.6,101.0,140618.6,23.74,15.0,62.0,63.0,92.68,33.81,66.19,117.86,6.13,,,,,5.1,6.5,5.2,7.8,0.68,24.3,310070.0,0.043382314000000005,63.14,,1.99,2.153,0.221,0.594,0.988,0.27,108.2772,14.0583,MEDIUM HUMAN DEVELOPMENT
305,Vietnam,2016,6.21,164.1,2192.21,140.7,72.75,82.44,2906.07,0.08,5.0,53.0,2581.0,3416.0,112332.0,3.5,3.1,3.8,4.1,,,,,43.27,65.36,25.78,0.16,0.01,17.13,0.0,0.0,46.4,39.28,121722.0,22.6,100.7,143776.8,24.24,15.0,58.0,63.0,93.64,34.51,65.49,124.06,6.19,,,,,4.8,6.2,4.9,7.5,0.685,26.72,310070.0,0.149985434,61.47,,1.98,2.063,0.218,0.5770000000000001,0.972,0.259,108.2772,14.0583,MEDIUM HUMAN DEVELOPMENT
306,Vietnam,2017,6.81,175.3,2365.62,152.25,72.82,82.6,2407.49,0.07,5.0,58.14,2367.0,3657.0,59199.0,3.4,3.0,3.7,3.8,,,,,44.17,88.5,25.95,0.21,0.01,17.81,0.0,0.0,46.5,,121688.0,22.5,104.5,144153.9,24.59,50.0,61.0,62.0,94.6,35.21,64.79,140.17,6.25,,,,,4.6,6.0,4.7,7.4,0.69,26.72,310070.0,0.204907945,60.32,,1.93,2.01,0.18899999999999997,0.602,,,108.2772,14.0583,MEDIUM HUMAN DEVELOPMENT
307,Vietnam,2018,7.08,187.7,2566.6,165.7,73.01,82.54,1647.77,-0.0,5.0,70.35,2382.0,3542.0,48748.0,3.2,3.4,3.8,3.8,,,,,45.51,83.93,26.8,0.24,0.11,17.99,0.0,0.0,46.7,,121688.0,22.5,108.5,144912.9,25.32,46.0,63.0,60.0,95.54,35.92,64.08,151.69,6.32,,,,,4.3,5.7,4.4,7.7,0.693,26.72,310070.0,,,,2.2159999999999997,2.168,0.19,0.62,,,108.2772,14.0583,MEDIUM HUMAN DEVELOPMENT
308,Vietnam,2019,7.02,200.9,2715.28,178.53,72.73,82.18,1094.63,-0.02,5.0,68.7,2481.0,,47869.0,3.4,3.6,3.8,4.0,,,,,,,,0.49,5.7,18.07,0.0,0.0,,,,,,,25.9,50.0,64.0,63.0,96.46,36.63,63.37,,,,,,,4.2,5.8,4.1,7.8,0.693,26.72,,,,,2.568,,0.192,0.6409999999999999,,,108.2772,14.0583,MEDIUM HUMAN DEVELOPMENT
309,Vietnam,2020,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,66.0,63.0,,,,,,,,,,4.2,5.5,3.8,7.7,0.7040000000000001,26.72,,,,,,,,,,,108.2772,14.0583,MEDIUM HUMAN DEVELOPMENT
